사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,,작업일시
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,
Aug-21,5호선,390,발산,3,0,"2,746","2,318","7,953","13,018","22,221","28,995","22,734","87,040","14,843","49,627","15,961","24,601","17,612","20,908","19,671","22,373","20,137","24,208","23,728","21,182","27,465","21,381","33,914","21,092","49,283","24,412","70,892","35,008","31,350","25,153","22,274","12,894","23,547","10,257","15,644","8,700","2,225","3,013",8,326,0,0,0,0,0,0,2021-09-03 10:03
Aug-21,5호선,391,우장산,0,0,"5,842",689,"17,370","4,527","44,820","10,448","45,565","17,739","23,503","12,255","18,001","11,388","18,115","12,245","19,004","13,160","17,806","15,137","16,028","16,050","18,243","17,959","18,375","21,441","18,085","27,416","16,118","46,432","9,868","37,380","6,862","20,517","5,913","17,089","4,783","16,817",709,"6,031",4,396,0,0,0,0,0,0,2021-09-03 10:03
Aug-21,5호선,392,화곡,91,1,"20,535","1,406","35,222","10,030","95,552","12,380","121,310","24,163","59,032","19,980","36,469","15,890","32,693","18,159","33,789","20,191","30,526","22,306","27,024","25,897","26,020","30,379","28,248","41,000","29,444","55,072","29,597","106,770","17,749","77,390","12,800","46,507","11,139","42,433","7,666","33,155","1,803","14,524",2,735,0,0,0,0,0,0,2021-09-03 10:03
Aug-21,5호선,393,까치산,101,1,"22,441","1,384","37,596","8,106","104,308","10,085","130,443","18,648","65,319","16,590","38,341","17,471","33,711","19,342","34,858","23,204","32,293","24,296","28,510","27,356","26,000","36,941","26,394","45,139","25,319","59,391","26,303","111,753","16,418","87,948","12,884","53,103","11,253","50,311","8,283","38,055","2,132","16,363",4,602,0,0,0,0,0,0,2021-09-03 10:03
Aug-21,5호선,394,신정(은행정),59,0,"10,989",761,"20,111","3,294","54,404","5,793","66,535","11,778","30,593","7,433","16,748","6,929","14,019","6,977","14,032","8,299","13,328","9,406","10,973","10,085","10,127","14,278","10,537","16,877","12,045","25,007","12,848","42,017","6,783","33,303","4,678","19,530","4,176","17,923","3,123","16,364",756,"6,319",3,84,0,0,0,0,0,0,2021-09-03 10:03
Aug-21,5호선,395,목동,6,0,"7,039",979,"17,683","5,998","47,288","12,786","58,441","26,250","28,110","18,876","19,331","14,497","18,191","13,407","18,906","15,436","18,346","17,806","17,964","18,430","17,287","20,480","19,096","26,217","22,224","36,016","25,624","69,277","13,601","47,673","11,354","25,700","11,500","23,140","11,071","17,549","1,574","7,285",1,82,0,0,0,0,0,0,2021-09-03 10:03
Aug-21,5호선,396,오목교(목동운동장앞),0,0,"3,965","1,691","11,812","7,794","38,042","26,802","44,999","63,119","22,406","49,685","18,084","26,262","19,692","25,252","23,129","27,217","23,108","28,237","23,399","26,588","26,406","25,979","31,284","31,851","40,370","42,436","61,082","62,862","32,139","41,568","34,267","19,264","26,455","17,674","23,401","13,361","2,631","5,814",0,40,0,0,0,0,0,0,2021-09-03 10:03
Aug-21,5호선,397,양평,1,0,"1,772",665,"5,544","2,492","18,944","7,993","22,261","32,378","9,023","12,720","6,163","5,083","6,045","4,352","6,533","5,098","6,602","5,037","5,962","5,033","6,318","5,570","6,650","6,834","13,289","10,628","27,183","19,838","8,089","14,459","4,769","7,616","4,015","7,703","2,489","5,843",590,"2,401",0,22,0,0,0,0,0,0,2021-09-03 10:03
Aug-21,5호선,398,영등포구청,0,0,919,712,"2,003","2,395","5,956","5,265","7,817","18,163","4,197","7,847","3,082","3,775","3,402","3,380","3,414","3,242","3,715","3,472","3,732","3,453","4,287","3,766","5,122","3,855","7,846","4,915","15,856","8,400","5,458","4,744","3,092","2,971","2,819","2,560","1,969","2,347",533,971,0,2,0,0,0,1,0,0,2021-09-03 10:03
Aug-21,5호선,399,영등포시장,1,0,"2,377",980,"5,254","4,690","17,045","11,842","23,863","33,659","11,626","18,608","8,332","11,775","9,491","11,063","10,247","10,416","10,521","12,346","10,527","11,033","12,347","10,543","13,643","10,743","19,911","13,544","30,103","23,496","12,768","15,207","8,298","8,816","7,448","8,576","5,168","7,190","1,062","2,487",0,8,0,0,0,0,0,0,2021-09-03 10:03
Aug-21,5호선,400,신길,26,0,"1,535",422,"3,479","1,835","10,985","4,221","16,510","12,270","6,527","5,042","3,254","2,450","3,240","2,631","3,810","2,948","3,751","3,331","2,934","3,121","3,055","3,255","3,663","4,245","5,873","8,238","11,518","15,048","3,895","9,709","2,351","6,027","2,849","6,727","1,813","5,275",587,"1,914",1,17,0,0,0,0,0,0,2021-09-03 10:03
Aug-21,5호선,401,여의도,1,0,"1,518","2,268","3,301","19,432","8,407","110,689","11,213","177,178","9,283","61,438","9,538","23,744","14,775","21,447","14,355","22,592","17,044","23,550","21,423","19,400","28,545","17,485","37,271","15,926","105,887","18,823","145,784","23,180","54,456","11,552","39,621","6,564","29,361","5,462","13,359","4,201","2,071","1,676",2,644,0,0,0,0,0,0,2021-09-03 10:03
Aug-21,5호선,402,여의나루,4,1,"1,341","1,081","2,179","7,945","3,918","29,411","6,672","49,518","3,646","20,043","3,258","10,234","4,473","10,198","4,628","11,625","5,450","12,884","7,019","13,563","12,248","13,088","15,438","12,830","30,238","13,809","44,226","16,158","21,902","11,267","26,392","7,192","20,946","4,836","14,004","3,140","3,681","1,246",2,91,0,0,0,0,0,0,2021-09-03 10:03
Aug-21,5호선,403,마포,11,0,"2,247","1,452","6,922","9,603","20,060","21,322","26,929","59,528","14,528","31,524","11,026","13,638","11,821","13,866","12,822","12,426","14,066","13,281","13,670","11,897","14,805","11,921","18,568","13,677","31,466","19,187","51,162","30,016","19,549","19,818","13,358","10,408","14,284","8,882","7,696","7,346","1,881","3,030",2,174,0,0,0,0,0,0,2021-09-03 10:03
Aug-21,5호선,404,공덕,5,0,"1,651","1,029","4,633","5,775","16,906","26,038","23,247","66,659","11,017","34,113","9,208","13,550","10,651","12,249","12,489","11,571","13,262","12,030","12,624","11,575","13,511","11,573","17,642","12,176","31,368","19,318","57,623","31,487","20,791","17,723","14,662","9,339","14,657","8,306","8,197","6,611","1,451","2,485",2,204,0,0,0,0,0,0,2021-09-03 10:03
Aug-21,5호선,405,애오개,3,0,"2,154",545,"4,183","3,416","13,926","8,716","19,473","24,219","9,765","10,485","6,862","6,123","7,115","5,188","7,433","6,142","7,758","6,252","6,921","6,337","7,605","7,013","8,861","7,098","11,573","10,581","19,523","16,984","6,652","11,352","4,532","6,525","3,495","5,723","2,672","5,058",550,"1,943",0,815,0,0,0,0,0,0,2021-09-03 10:03
Aug-21,5호선,406,충정로(경기대입구),13,1,"1,004",230,"1,989","1,529","5,590","8,149","7,919","26,434","4,281","11,921","3,159","3,632","3,622","3,143","3,886","3,179","4,338","3,585","4,356","3,468","4,529","3,267","5,353","3,345","10,975","4,979","23,371","8,140","6,768","5,704","4,241","3,604","3,474","3,640","2,057","3,125",367,"1,266",0,94,0,0,0,0,0,0,2021-09-03 10:03
Aug-21,5호선,407,서대문,19,2,"2,797","1,028","5,227","12,667","13,931","55,837","18,426","131,800","14,118","35,104","12,982","15,727","15,689","13,805","15,543","12,699","14,349","16,586","16,835","13,636","20,620","10,838","26,497","11,268","51,063","13,647","97,926","18,249","26,654","11,780","18,582","7,266","14,325","7,579","8,500","5,602","1,522","2,533",0,196,0,0,0,0,0,0,2021-09-03 10:03
Aug-21,5호선,408,광화문(세종문화회관),2,0,797,679,"2,882","20,504","7,276","64,130","11,983","208,615","9,831","84,886","10,742","34,547","16,215","33,456","19,445","29,816","24,589","31,274","27,292","24,344","34,665","22,036","44,415","19,877","79,170","22,078","173,772","25,489","61,295","12,989","41,038","6,191","40,498","4,898","18,883","3,319","3,208","1,283",2,105,0,0,0,0,0,0,2021-09-03 10:03
Aug-21,5호선,409,종로3가,39,0,745,635,"1,727","5,706","2,507","12,036","3,634","33,518","3,538","28,123","5,126","22,595","9,420","23,612","12,542","25,016","14,295","24,275","16,782","21,293","19,544","18,181","24,826","16,371","33,825","15,579","46,495","16,550","26,242","8,162","22,162","3,379","22,643","2,522","11,573","1,855","1,614",758,3,112,0,0,0,0,0,0,2021-09-03 10:03
Aug-21,5호선,410,을지로4가,0,0,321,470,616,"5,334",964,"14,149","1,741","36,762","1,902","16,609","2,919","9,202","4,283","8,570","5,413","7,205","6,031","6,825","7,018","6,018","8,219","4,987","10,038","4,183","18,970","3,370","31,030","3,416","13,502","1,701","7,088",916,"5,547",874,"3,183",523,553,257,0,26,0,0,0,0,0,0,2021-09-03 10:03
Aug-21,5호선,411,동대문역사문화공원(DDP),0,0,161,280,515,"2,490","1,096","7,916","1,694","25,091","1,164","8,458","1,160","2,965","1,351","2,616","1,692","2,405","1,869","2,601","2,297","2,621","2,628","2,047","3,588","1,985","8,923","1,981","17,768","2,271","6,887","1,363","3,341",874,"2,480",988,"1,672",580,466,347,0,28,0,0,0,0,0,0,2021-09-03 10:03
Aug-21,5호선,412,청구,3,0,"1,443",209,"2,587","1,483","5,804","3,556","8,615","12,782","5,547","5,992","4,456","4,000","4,199","3,284","4,301","3,536","4,760","3,867","4,641","3,848","4,509","4,213","4,855","4,563","6,829","6,049","12,422","8,798","6,870","6,277","3,995","4,011","3,190","3,875","2,214","3,320",665,"1,380",2,80,0,0,0,0,0,0,2021-09-03 10:03
Aug-21,5호선,413,신금호,16,0,"2,812",397,"6,079","2,469","16,916","5,660","22,487","11,929","12,021","6,363","7,851","5,031","7,160","5,400","7,343","6,111","7,041","6,289","6,383","6,681","6,410","7,871","7,712","9,384","8,156","13,407","8,685","21,819","5,661","15,048","3,894","8,742","3,420","7,859","2,087","6,765",586,"2,555",2,159,0,0,0,0,0,0,2021-09-03 10:03
Aug-21,5호선,414,행당,18,0,"3,688",756,"10,170","2,562","25,716","4,369","35,356","8,184","17,189","5,863","10,932","4,879","9,610","5,617","10,040","6,802","9,363","6,987","7,936","7,420","8,273","8,385","7,677","11,243","8,346","16,118","8,504","28,788","5,196","19,518","4,170","10,751","3,624","10,566","2,929","8,428",603,"2,835",1,147,0,0,0,0,0,0,2021-09-03 10:03
Aug-21,5호선,415,왕십리(성동구청),21,0,"1,933",347,"2,091","2,534","5,084","5,235","7,932","16,539","4,614","7,066","4,162","6,054","4,526","5,799","5,066","6,634","5,219","7,209","5,711","6,506","6,236","6,665","7,512","7,038","9,197","8,824","13,379","12,320","7,400","7,494","6,225","4,111","6,494","3,741","4,550","3,128","1,039","1,432",0,968,0,0,0,0,0,0,2021-09-03 10:03
Aug-21,5호선,416,마장,0,0,"2,292",560,"5,347","3,174","13,352","5,808","17,496","12,861","9,408","6,801","6,744","4,929","6,522","5,235","6,873","5,321","6,211","5,360","6,216","5,150","6,424","6,200","7,151","6,543","8,502","9,032","10,335","13,456","5,896","10,018","3,508","6,024","3,184","5,398","2,044","5,013",600,"1,996",4,100,0,0,0,0,0,0,2021-09-03 10:03
Aug-21,5호선,417,답십리,18,0,"8,233","1,156","16,018","6,145","47,171","11,858","62,959","29,976","29,430","14,658","17,445","10,964","15,885","11,196","17,150","13,205","15,636","13,283","14,557","13,443","14,900","15,715","16,172","19,302","21,424","28,069","27,642","49,380","14,586","36,386","9,298","19,829","7,411","18,375","5,764","14,963","1,295","6,131",1,201,0,0,0,0,0,0,2021-09-03 10:03
Aug-21,5호선,418,장한평,21,3,"6,571","1,038","16,298","10,489","44,722","20,505","60,090","58,496","29,574","26,963","18,503","15,345","16,599","14,634","18,638","15,135","18,101","15,489","17,440","15,770","18,421","16,430","22,792","22,006","31,676","30,244","48,375","54,154","21,951","38,256","12,407","20,939","10,764","19,691","6,820","15,053","1,591","6,344",2,280,0,0,0,0,0,0,2021-09-03 10:03
Aug-21,5호선,419,군자(능동),40,2,"6,875",845,"10,427","4,688","28,666","6,637","39,459","20,975","18,718","14,248","11,446","9,594","10,898","9,505","11,703","11,373","11,590","12,266","10,798","12,188","11,141","14,190","12,154","16,606","16,099","24,688","20,959","44,144","12,043","29,644","9,618","16,318","9,900","15,029","6,923","13,298","1,579","6,006",0,"1,340",0,0,0,0,0,0,2021-09-03 10:03
Aug-21,5호선,420,아차산(어린이대공원후문),3,1,"8,025","1,519","14,778","5,299","36,755","10,302","49,988","21,157","26,848","16,255","17,634","15,205","15,935","14,677","19,291","15,613","18,416","15,608","17,822","14,868","17,831","19,273","19,547","21,147","20,853","29,164","21,682","46,774","13,194","34,401","9,871","19,929","9,057","16,457","5,709","14,847","1,259","5,947",2,177,0,0,0,0,0,0,2021-09-03 10:03
Aug-21,5호선,421,광나루(장신대),2,0,"4,803","1,952","14,145","7,512","32,193","13,550","38,182","24,157","22,281","16,338","15,543","12,447","15,247","11,709","15,972","12,347","15,394","11,558","14,686","11,957","15,319","12,868","17,578","16,124","19,018","20,910","24,332","34,355","12,349","23,705","8,185","14,713","7,953","13,687","5,988","11,610","1,135","4,309",9,109,0,0,0,0,0,0,2021-09-03 10:03
Aug-21,5호선,422,천호(풍납토성),36,0,"6,782","1,647","10,272","11,547","23,015","16,932","29,273","31,556","19,231","30,295","17,119","22,816","20,734","22,502","23,172","24,145","23,439","24,990","24,241","25,145","27,531","27,456","31,522","28,478","39,664","34,316","43,303","46,482","30,794","32,561","29,600","16,828","22,646","15,531","13,565","12,529","2,389","5,150",11,438,0,0,0,0,0,0,2021-09-03 10:03
Aug-21,5호선,423,강동,28,0,"10,709","1,244","17,370","10,734","46,223","25,073","57,627","42,422","30,248","23,779","20,689","16,061","20,169","14,384","20,994","15,458","19,711","17,231","18,411","16,006","20,173","19,013","21,521","20,949","32,849","30,167","38,971","47,106","17,455","38,114","12,457","22,463","10,531","21,146","7,038","18,542","1,725","8,195",8,862,0,0,0,0,0,0,2021-09-03 10:03
Aug-21,5호선,424,길동,1,0,"4,488",720,"7,885","3,943","18,708","5,864","23,491","15,567","12,691","11,917","10,359","8,925","10,147","9,556","11,288","9,398","10,561","10,285","9,609","11,098","10,345","11,234","11,535","13,223","13,072","16,721","15,435","23,330","7,528","18,205","5,355","9,875","5,131","9,076","3,438","6,400",489,"3,032",2,405,0,0,0,0,0,0,2021-09-03 10:03
Aug-21,5호선,425,굽은다리(강동구민회관앞),3,0,"6,299",535,"12,212","2,654","29,866","5,681","32,678","13,779","18,438","9,445","13,572","7,451","12,599","8,503","11,949","9,378","12,210","9,714","11,141","11,343","10,655","11,729","10,624","13,452","11,903","18,405","13,118","31,131","7,540","23,861","5,235","13,800","5,447","14,273","3,688","9,922",492,"4,055",9,628,0,0,0,0,0,0,2021-09-03 10:03
Aug-21,5호선,426,명일,0,0,"4,431",586,"10,457","3,141","29,533","6,045","26,710","9,638","14,202","8,717","11,588","7,205","10,943","8,104","11,184","8,362","9,787","8,115","9,100","8,843","9,414","12,378","9,808","12,368","9,640","17,833","10,729","29,922","6,082","25,198","4,379","12,525","3,778","11,078","2,718","9,059",463,"3,415",3,430,0,0,0,0,0,0,2021-09-03 10:03
Aug-21,5호선,427,고덕,3,0,"3,259","1,498","9,717","5,326","25,279","10,921","21,169","18,153","12,891","11,318","11,703","9,821","12,835","8,229","12,452","11,226","10,925","11,611","11,591","10,868","12,785","12,800","15,764","12,146","16,972","16,479","14,767","24,078","7,709","23,711","5,991","11,129","6,668","9,163","5,124","8,880",837,"2,957",3,410,0,0,0,0,0,0,2021-09-03 10:03
Aug-21,5호선,428,상일동,25,1,"8,419","1,078","25,924","5,505","72,699","9,986","48,367","15,302","27,126","9,738","19,302","8,131","16,953","8,318","16,921","11,660","15,923","11,346","13,939","11,496","14,471","13,950","14,952","20,802","15,607","28,415","15,966","47,117","8,775","50,851","6,819","23,711","4,676","20,714","3,027","19,772",749,"7,277",1,"1,217",0,0,0,0,0,0,2021-09-03 10:03
Aug-21,5호선,429,둔촌동,1,0,"3,575",996,"8,210","7,488","20,623","9,068","23,646","17,755","13,019","9,740","9,465","8,269","9,467","8,369","10,545","9,532","9,720","9,486","9,627","9,626","10,643","10,378","14,080","13,932","15,214","16,002","18,347","23,938","8,559","18,574","6,279","9,301","5,739","8,680","3,582","7,460",624,"2,871",0,0,0,0,0,0,0,0,2021-09-03 10:03
Aug-21,5호선,430,올림픽공원(한국체대),0,0,"1,077",983,"4,947","3,759","9,870","5,491","9,561","7,912","6,247","4,417","5,212","3,940","5,017","3,543","5,376","4,045","5,303","5,278","4,730","3,967","6,142","4,124","7,679","5,325","8,084","5,965","8,143","7,822","4,320","7,213","2,667","3,920","2,076","3,216","1,646","2,714",292,"1,443",0,84,0,0,0,0,0,0,2021-09-03 10:03
Aug-21,5호선,431,방이,1,0,"1,992",738,"6,449","3,916","15,883","7,578","14,279","21,357","8,836","11,098","7,021","7,436","7,199","6,537","8,466","7,592","8,199","8,945","7,229","7,655","8,571","8,214","9,754","10,506","11,875","14,115","17,930","17,823","8,563","14,419","6,311","6,987","7,597","5,714","7,756","4,718",559,"2,224",0,230,0,0,0,0,0,0,2021-09-03 10:03
Aug-21,5호선,432,오금,0,0,994,269,"2,664","2,638","7,368","7,265","6,597","17,369","4,382","5,810","3,431","3,187","4,119","3,002","4,611","3,081","4,029","3,193","4,035","3,160","4,874","3,246","7,075","3,970","8,280","4,587","13,261","6,832","3,949","5,236","2,884","3,320","2,239","3,362","1,782","2,601",387,"1,457",1,164,0,0,0,0,0,0,2021-09-03 10:03
Aug-21,5호선,433,개롱,0,0,"3,281","1,045","6,843","3,226","20,430","7,395","18,093","13,925","10,338","8,087","7,897","5,260","7,540","6,124","8,098","6,168","7,357","6,547","6,707","7,817","7,719","7,670","8,721","9,585","9,800","12,704","11,890","19,048","5,457","16,883","4,002","8,953","3,499","8,928","2,129","7,021",325,"2,591",0,329,0,0,0,0,0,0,2021-09-03 10:03
Aug-21,5호선,434,거여,0,0,"4,707",733,"10,182","6,663","29,194","7,893","26,170","16,838","14,594","9,023","10,754","6,641","10,206","6,942","10,787","7,934","9,715","7,041","8,481","7,973","8,998","9,621","12,452","11,463","13,550","15,456","13,219","22,811","5,916","22,045","4,085","10,885","3,836","10,248","2,274","9,520",415,"3,406",1,470,0,0,0,0,0,0,2021-09-03 10:03
Aug-21,5호선,435,마천,39,1,"5,472",303,"10,245","2,952","26,626","4,229","22,196","9,271","11,913","5,988","8,020","5,614","6,946","4,771","7,634","6,160","7,202","5,493","5,804","5,393","6,289","8,430","7,257","9,508","6,982","12,551","7,806","19,031","3,544","19,170","2,839","9,196","1,788","8,380","1,070","8,877",140,"3,140",1,489,0,0,0,0,0,0,2021-09-03 10:03
Aug-21,5호선,436,강일,0,0,"1,457",320,"5,204","1,759","10,290","2,765","12,164","4,269","7,633","1,788","5,110","2,103","4,461","2,204","4,262","2,486","3,740","2,815","3,240","2,824","3,295","3,329","4,100","5,097","4,168","6,067","4,239","12,038","1,732","10,657","1,131","6,030",937,"4,223",624,"3,982",163,"2,214",0,19,0,0,0,0,0,0,2021-09-03 10:03
Aug-21,5호선,437,미사,49,0,"5,494",650,"19,822","7,888","53,733","10,119","49,919","17,870","24,219","16,338","16,631","10,208","15,826","12,140","17,169","12,793","14,929","14,497","14,200","15,533","16,239","15,153","18,123","18,834","20,846","28,872","21,822","49,011","12,185","52,720","11,271","26,751","12,065","21,332","8,821","16,407","1,979","8,156",1,"1,134",0,0,0,0,0,0,2021-09-03 10:03
Aug-21,5호선,438,하남풍산,4,1,"1,506",158,"4,239","1,315","8,985","4,543","8,516","12,443","5,374","8,424","4,325","5,713","3,902","4,022","4,273","4,058","4,063","3,676","4,085","4,268","4,973","4,224","6,399","4,749","7,871","5,835","11,725","8,452","4,820","8,341","3,407","4,783","3,272","4,222","1,669","3,409",349,"1,482",2,298,0,0,0,0,0,0,2021-09-03 10:03
Aug-21,5호선,439,하남시청(덕풍·신장),2,0,"3,200",112,"7,146","2,449","15,840","4,037","14,096","8,712","8,512","5,399","7,652","5,592","7,498","5,755","7,682","6,183","7,241","5,649","6,479","6,442","6,728","8,658","7,752","8,342","8,614","10,752","9,022","15,378","5,054","13,904","3,665","7,820","3,023","5,625","1,906","7,049",363,"2,437",0,428,0,0,0,0,0,0,2021-09-03 10:03
Aug-21,5호선,440,하남검단산,6,2,"2,404",16,"6,259","2,584","14,821","4,387","12,664","7,268","7,856","6,395","6,226","8,006","5,990","6,230","6,270","7,179","6,654","6,086","6,799","6,132","7,087","6,283","8,405","8,894","8,376","7,711","9,131","11,311","5,475","12,717","4,453","7,556","4,500","4,333","1,291","6,259",264,"2,245",0,410,0,0,0,0,0,0,2021-09-03 10:03
Aug-21,6호선,441,응암,16,0,"10,533","1,291","22,728","5,247","60,163","8,564","74,052","16,025","36,738","11,110","23,363","11,895","20,963","12,733","22,067","15,139","20,862","15,474","17,914","17,041","16,743","21,883","18,082","25,831","17,421","38,193","18,117","67,202","11,281","54,753","8,563","32,913","7,427","26,422","5,239","23,928",994,"8,776",1,430,0,0,0,0,0,0,2021-09-03 10:03
Aug-21,6호선,442,역촌,0,0,"1,803",261,"5,211","1,789","13,881","2,618","14,566","7,677","8,218","4,290","5,675","3,698","5,087","4,394","5,282","4,611","5,217","4,809","5,087","4,796","4,754","5,305","4,380","6,904","4,409","8,782","5,128","15,342","2,611","12,785","1,847","6,822","1,380","6,881","1,103","5,002",171,"2,822",0,0,0,0,0,0,0,0,2021-09-03 10:03
Aug-21,6호선,443,불광,33,1,"1,486",450,"3,267","2,688","8,799","3,236","9,838","6,116","5,862","6,075","5,112","4,716","5,529","5,031","6,096","5,211","6,619","5,417","6,703","5,371","7,467","6,217","8,530","6,532","7,872","8,102","7,648","12,485","4,664","9,615","3,638","4,890","3,173","4,383","1,724","3,759",224,"1,944",0,29,0,0,0,0,0,0,2021-09-03 10:03
